H0	H1	H2	C0	C1	C2	
ENSG00000107175	548	1756	1285	554	3269	1793
ENSG00000107185	1139	1651	1587	1034	2115	736
ENSG00000107186	1896	2809	4908	999	4547	1396
ENSG00000107187	0	0	0	0	0	0
ENSG00000107201	1121	371	457	260	286	595
ENSG00000107223	4046	3627	3954	3209	4906	1319
ENSG00000107242	341	86	34	316	227	58
ENSG00000107249	4	78	86	12	147	479
ENSG00000107262	1146	657	512	545	776	338
ENSG00000107263	2677	5909	2992	2187	3588	1751
ENSG00000107281	785	477	656	509	1168	869
ENSG00000107282	14	11	52	1	15	111
ENSG00000107290	1519	1477	1228	2012	2540	984
ENSG00000107295	166	19	15	126	108	65
ENSG00000107317	6	2	0	22	1	0
ENSG00000107331	359	63	75	377	93	146
ENSG00000107338	184	854	806	108	853	363
ENSG00000107341	1799	1636	1659	1585	2843	1265
ENSG00000107362	1640	754	750	1082	834	330
ENSG00000107371	1963	938	1035	1032	823	369
ENSG00000107372	3275	5008	2951	2536	4716	1605
ENSG00000107404	2758	2783	1675	1942	2351	1081
ENSG00000107438	1816	4099	2234	337	3530	1736
ENSG00000107443	121	66	137	71	61	32
ENSG00000107447	1	1	0	3	0	0
ENSG00000107485	14	2625	1329	42	2347	1012
ENSG00000107518	555	150	193	399	558	56
ENSG00000107521	456	1089	290	530	2217	429
ENSG00000107537	692	178	74	551	398	143
ENSG00000107551	419	132	1177	103	748	101
ENSG00000107554	662	1351	744	684	2506	694
ENSG00000107560	626	574	544	508	676	372
ENSG00000107562	1928	1719	255	1434	621	240
ENSG00000107566	1473	1182	1528	1339	1770	505
ENSG00000107581	8739	6868	7694	8162	9332	4599
ENSG00000107593	3	0	0	1	0	0
ENSG00000107611	2	7	0	6	12	8
ENSG00000107614	784	240	414	968	378	178
ENSG00000107625	632	377	320	850	507	136
ENSG00000107643	2461	1560	2052	2541	1481	1076
ENSG00000107651	1723	1206	1450	1527	1909	849
ENSG00000107669	1277	655	958	771	743	357
ENSG00000107672	2547	1210	815	3373	1683	294
ENSG00000107679	1438	1218	1189	1504	2166	956
ENSG00000107719	2387	104	83	1594	16	6
ENSG00000107731	3490	463	950	4078	599	185
ENSG00000107736	100	27	2	129	5	3
ENSG00000107738	4	34	81	5	78	171
ENSG00000107742	91	8	5	66	5	1
ENSG00000107745	750	870	1039	1182	2281	558
ENSG00000107758	1486	1419	1441	1460	1772	607
ENSG00000107771	580	784	2219	871	1509	1387
ENSG00000107779	75	57	2	57	100	35
ENSG00000107789	1396	854	602	1114	1025	457
ENSG00000107796	31	82	8017	27	13577	385
ENSG00000107798	1209	416	874	1871	626	502
ENSG00000107807	256	8	7	0	3	2
ENSG00000107815	891	383	295	581	420	210
ENSG00000107816	3376	3007	2058	2177	3770	1298
ENSG00000107819	114	199	1041	60	829	844
ENSG00000107821	340	127	51	10	72	23
ENSG00000107829	153	246	65	138	228	73
ENSG00000107831	186	12	1	64	1	2
ENSG00000107833	2034	507	1011	3181	1590	369
ENSG00000107854	5162	4076	2513	5365	5483	1709
ENSG00000107859	3	1	11	2	1	0
ENSG00000107862	786	1643	2210	598	2574	1142
ENSG00000107863	84	164	27	33	201	136
ENSG00000107864	19	39	21	16	25	14
ENSG00000107872	513	215	52	235	319	107
ENSG00000107874	735	783	1232	1164	1256	410
ENSG00000107882	274	1017	474	200	1006	346
ENSG00000107890	916	743	1398	534	671	250
ENSG00000107897	676	934	1163	1155	1105	619
ENSG00000107902	301	103	42	386	157	133
ENSG00000107929	1331	1206	1708	1224	1791	1256
ENSG00000107937	1938	817	1916	1072	679	802
ENSG00000107938	1325	671	712	1182	945	318
ENSG00000107949	6115	1792	2512	5402	2133	941
ENSG00000107951	441	214	262	300	188	89
ENSG00000107954	8	83	9	9	41	8
ENSG00000107957	471	627	674	438	822	415
ENSG00000107959	626	630	1324	1934	1824	1646
ENSG00000107960	321	366	112	372	531	203
ENSG00000107968	366	397	224	183	248	57
ENSG00000107984	6	82	1588	12	11	136
ENSG00000108001	74	10	100	6	15	3
ENSG00000108010	2145	1054	1919	2240	1877	1197
ENSG00000108018	111	64	20	137	486	4
ENSG00000108021	2131	1246	2689	2155	2085	1578
ENSG00000108039	1703	2140	2650	1901	4452	1996
ENSG00000108055	5714	2732	2682	6875	3081	786
ENSG00000108061	1258	1274	1751	901	1642	1056
ENSG00000108064	4633	2154	2058	3247	1653	516
ENSG00000108091	1780	3005	2468	1280	3389	1176
ENSG00000108100	2171	3214	3629	1620	2488	1205
ENSG00000108106	702	225	368	589	328	131
ENSG00000108107	5723	6418	4947	595	847	361
ENSG00000108175	1788	4373	2941	1295	2878	1372
ENSG00000108176	31	0	2	11	11	7
ENSG00000108179	2408	675	2446	3172	1850	1372
ENSG00000108187	51	112	59	416	440	279
ENSG00000108219	507	891	883	372	559	504
ENSG00000108231	6	111	7	0	331	3
ENSG00000108239	152	351	171	137	485	320
ENSG00000108244	0	314	2	0	3	0
ENSG00000108255	2	36	0	8	6	4
ENSG00000108256	3764	2537	2752	3519	3650	2092
ENSG00000108262	2101	1306	2360	1521	1590	990
ENSG00000108298	28340	16318	11303	25522	23404	6613
ENSG00000108306	221	546	380	314	573	293
ENSG00000108309	84	22	4	55	14	5
ENSG00000108312	3997	2823	3441	3436	3208	1115
ENSG00000108342	0	0	0	1	0	0
ENSG00000108344	4906	3304	3420	3982	5007	2490
ENSG00000108352	417	122	32	212	135	27
ENSG00000108370	207	81	421	353	363	155
ENSG00000108375	79	670	74	36	394	44
ENSG00000108381	1	0	0	4	0	1
ENSG00000108384	273	133	151	431	323	179
ENSG00000108387	123	10	5	120	10	1
ENSG00000108389	770	936	434	785	1130	245
ENSG00000108395	2885	1440	788	3390	1767	557
ENSG00000108405	3	0	2	81	0	0
ENSG00000108417	0	0	0	0	0	0
ENSG00000108423	630	461	546	937	711	137
ENSG00000108424	17108	10403	13252	15813	11730	6446
ENSG00000108439	16	32	97	101	75	79
ENSG00000108442	0	1	0	0	1	0
ENSG00000108443	147	142	257	91	161	103
ENSG00000108448	29	23	4	0	0	0
ENSG00000108465	852	1695	322	913	2136	202
ENSG00000108468	592	404	319	19	17	18
ENSG00000108469	576	816	466	892	1370	245
ENSG00000108474	298	138	148	181	175	49
ENSG00000108479	869	576	501	920	1136	309
ENSG00000108506	1171	544	506	1199	917	300
ENSG00000108509	124	564	317	223	719	657
ENSG00000108510	1120	1588	1484	1221	2608	1345
ENSG00000108511	3	105	190	2	19	2
ENSG00000108515	260	135	114	371	207	288
ENSG00000108516	0	0	0	0	0	0
ENSG00000108518	17253	10062	17260	15722	25185	13678
ENSG00000108523	2721	2524	1315	2953	5154	1189
ENSG00000108528	2308	1445	1257	1574	2086	659
ENSG00000108551	72	5	11	17	17	29
ENSG00000108556	5	6	3	2	3	2
ENSG00000108557	593	915	1736	113	1251	688
ENSG00000108559	3444	1148	1078	3848	1697	605
ENSG00000108561	6445	1604	2783	5646	1247	1041
ENSG00000108576	1	225	7	3	409	3
ENSG00000108578	1623	1561	1626	1306	2021	448
ENSG00000108582	3127	2321	2858	2265	3590	1870
ENSG00000108587	243	260	65	140	280	97
ENSG00000108588	3167	2441	1975	1947	1986	1418
ENSG00000108590	253	186	213	150	211	85
ENSG00000108591	653	695	505	910	2058	757
ENSG00000108592	2522	1694	1716	1852	2133	1138
ENSG00000108599	692	544	496	622	576	312
ENSG00000108602	5	0	0	34	29	4
ENSG00000108604	4001	2984	2023	3060	1845	716
ENSG00000108622	0	0	0	1	1	0
ENSG00000108639	63	90	82	22	64	30
ENSG00000108641	492	102	218	562	253	47
ENSG00000108651	2554	1441	1867	1631	1536	440
ENSG00000108654	20612	15639	19748	23325	19575	7165
ENSG00000108666	1350	428	552	1247	637	235
ENSG00000108669	647	447	592	219	866	394
ENSG00000108671	5238	2587	4073	4498	3463	1818
ENSG00000108679	377	141	390	364	345	49
ENSG00000108684	22	4	10	271	5	61
ENSG00000108688	0	0	0	0	0	0
ENSG00000108691	92	15	29	25	7	11
ENSG00000108700	0	0	0	2	0	0
ENSG00000108702	0	0	0	0	0	0
ENSG00000108733	145	158	278	111	201	61
ENSG00000108759	0	0	0	0	0	0
ENSG00000108771	63	3	2	108	39	5
ENSG00000108773	1073	558	989	1124	865	427
ENSG00000108774	1873	2085	3068	1787	3318	2165
ENSG00000108784	687	793	437	509	851	249
ENSG00000108785	3	1	0	21	54	17
ENSG00000108786	37	87	2	0	0	0
ENSG00000108788	1244	886	1270	937	914	484
ENSG00000108797	231	19	170	52	26	129
ENSG00000108798	18	5	10	59	4	3
ENSG00000108799	163	302	196	198	251	72
ENSG00000108813	18	57	4	8	8	3
ENSG00000108819	447	971	1075	207	1331	1023
ENSG00000108821	343	2049	35773	380	19970	4889
ENSG00000108823	0	2	0	0	0	0
ENSG00000108825	1	1	0	2	3	1
ENSG00000108826	1889	984	1100	1270	1333	473
ENSG00000108828	7155	9411	10744	4239	13747	5602
ENSG00000108829	2308	2581	4707	1452	3499	2790
ENSG00000108830	3491	597	413	1873	694	63
ENSG00000108839	58	19	7	100	33	11
ENSG00000108840	1410	1393	422	1636	1440	183
ENSG00000108846	2	1	0	13	7	48
ENSG00000108848	8766	3648	3604	9484	6760	1947
ENSG00000108849	3	0	0	0	0	0
ENSG00000108852	1863	189	231	1053	60	22
ENSG00000108854	965	767	4941	1147	1378	5651
ENSG00000108861	1174	2318	3206	1554	3860	2415
ENSG00000108878	0	2	0	0	0	0
ENSG00000108883	3814	2475	3028	3074	3294	1627
ENSG00000108924	2	1	1	2	6	0
ENSG00000108932	1	47	0	0	1	0
ENSG00000108946	4170	4686	4758	4089	6623	3188
ENSG00000108947	824	1178	1277	766	1284	170
ENSG00000108950	17	173	5	6	6	3
ENSG00000108953	15353	11220	9729	14600	15166	4680
ENSG00000108960	2114	1629	987	1678	3901	220
ENSG00000108961	220	106	114	225	72	22
ENSG00000108963	680	890	248	424	796	418
ENSG00000108984	1036	188	419	1283	217	62
ENSG00000109016	526	561	394	134	318	111
ENSG00000109046	2805	4417	3464	3345	5130	1566
ENSG00000109047	0	8	1	0	4	2
ENSG00000109061	0	1	0	1	0	0
ENSG00000109062	2007	2663	1949	1629	1638	342
ENSG00000109063	26	14	9	11	31	16
ENSG00000109065	1179	1133	731	1266	1515	485
ENSG00000109066	125	93	206	94	88	98
ENSG00000109072	2	9	137	1	8	18
ENSG00000109079	456	1362	1875	420	2062	2208
ENSG00000109083	168	370	132	199	380	180
ENSG00000109084	3242	2020	1002	5155	1327	379
ENSG00000109089	1399	484	1068	1569	1595	1399
ENSG00000109099	84	1232	3259	19	5203	316
ENSG00000109101	0	1	0	0	0	0
ENSG00000109103	1456	573	905	1130	768	291
ENSG00000109107	978	86	63	1441	165	40
ENSG00000109111	2001	3225	2343	1562	4546	2458
ENSG00000109113	3624	2429	3671	2381	3945	1866
ENSG00000109118	993	833	708	1032	1007	539
ENSG00000109132	0	0	1	0	1	0
ENSG00000109133	2365	1311	1978	2187	1839	1168
ENSG00000109158	7	26	2	3	3	4
ENSG00000109163	2	0	7	5	3	1
ENSG00000109171	416	426	705	457	668	399
ENSG00000109180	3593	2338	2210	2721	2850	1085
ENSG00000109181	0	0	0	0	0	0
ENSG00000109182	0	3	0	2	2	0
ENSG00000109184	2200	782	1643	2518	954	548
ENSG00000109189	598	330	220	389	400	206
ENSG00000109193	0	0	0	0	0	0
ENSG00000109205	0	82	3	0	4	0
ENSG00000109208	0	0	0	0	0	0
ENSG00000109220	244	483	598	229	597	210
ENSG00000109255	1119	15	25	878	28	4
ENSG00000109265	592	989	353	458	447	123
ENSG00000109270	372	593	195	268	844	168
ENSG00000109272	0	0	0	6	0	0
ENSG00000109320	306	485	1136	216	931	576
ENSG00000109321	1	2	5	0	43	31
ENSG00000109323	752	5087	993	550	5900	1231
ENSG00000109332	3534	3069	3342	2267	2217	1282
ENSG00000109339	38	24	4	20	8	0
ENSG00000109381	778	1374	376	791	1118	228
ENSG00000109390	884	438	467	930	989	391
ENSG00000109424	7	14	1	21	42	13
ENSG00000109436	16	1446	839	338	710	906
ENSG00000109445	1308	578	684	915	758	441
ENSG00000109452	7	63	61	4	18	23
ENSG00000109458	636	2229	461	386	1622	324
ENSG00000109466	476	450	790	296	491	309
ENSG00000109471	0	0	0	0	0	0
ENSG00000109472	670	12688	6046	597	22355	4590
ENSG00000109475	5211	4132	1923	3491	2675	704
ENSG00000109501	739	668	950	459	1037	656
ENSG00000109511	0	0	0	1	0	0
ENSG00000109519	1522	452	1448	1923	1315	1036
ENSG00000109534	879	421	1080	691	664	291
ENSG00000109572	1755	2315	2477	1306	2746	1307
ENSG00000109576	474	341	355	379	416	209
ENSG00000109586	5501	1595	3495	1082	1634	1444
ENSG00000109606	13327	6284	8587	11805	7379	3264
ENSG00000109610	39	117	63	10	263	38
ENSG00000109618	105	65	236	121	129	32
ENSG00000109625	78	816	146	88	1792	29
ENSG00000109654	2966	726	788	2767	996	541
ENSG00000109667	1	4	0	0	38	23
ENSG00000109670	297	234	498	254	255	103
ENSG00000109674	746	146	332	830	255	24
ENSG00000109680	103	139	171	86	150	148
ENSG00000109684	1	0	0	8	15	1
ENSG00000109685	3190	2080	2792	2524	2339	558
ENSG00000109686	1999	1301	2069	1828	2811	1693
ENSG00000109689	618	504	636	374	480	212
ENSG00000109705	27	26	50	3	20	15
ENSG00000109736	2274	2074	1466	1845	2764	1340
ENSG00000109738	25	10	91	18	32	63
ENSG00000109743	25	28	291	172	210	89
ENSG00000109756	1410	1815	1954	1220	2244	1653
ENSG00000109762	641	523	294	141	661	1051
ENSG00000109771	73	46	29	43	43	100
ENSG00000109775	740	419	1065	733	833	207
ENSG00000109787	383	1473	1769	426	1739	737
ENSG00000109790	363	431	725	469	917	726
ENSG00000109794	254	28	19	80	358	53
ENSG00000109805	2898	1414	2741	2843	1277	227
ENSG00000109814	3025	1628	2355	1423	1774	803
ENSG00000109819	69	106	27	139	900	52
ENSG00000109832	255	66	8	129	23	4
ENSG00000109846	6	6	4	13	24	56
ENSG00000109851	4	8	0	0	0	0
ENSG00000109854	1362	751	1071	1343	2219	955
ENSG00000109861	10699	1897	1964	4249	1096	731
ENSG00000109881	934	678	445	1058	3074	127
ENSG00000109906	1	5	4	2	4	0
ENSG00000109911	500	279	154	902	731	281
ENSG00000109919	1765	1464	2270	1173	1855	1137
ENSG00000109920	1618	1369	1337	1458	2878	1173
ENSG00000109927	44	40	4	25	47	10
ENSG00000109929	3753	3147	1752	4524	3856	1446
ENSG00000109943	0	0	0	0	1	4
ENSG00000109944	37	78	56	19	198	49
ENSG00000109956	1044	173	29	557	42	19
ENSG00000109971	65981	33088	45614	59897	40022	26477
ENSG00000109991	4	3	1	4	0	0
ENSG00000110002	660	1233	408	1181	1935	535
ENSG00000110011	273	482	242	202	437	136
ENSG00000110013	166	153	160	103	292	218
ENSG00000110025	213	422	509	247	553	184
ENSG00000110031	30	56	11	47	106	47
ENSG00000110042	627	2851	417	287	672	396
ENSG00000110046	547	831	736	449	1130	586
ENSG00000110047	1084	3735	5269	785	6342	5639
ENSG00000110048	1317	1770	1226	1177	2791	1385
ENSG00000110057	258	239	354	90	110	53
ENSG00000110060	491	324	777	209	240	116
ENSG00000110063	532	246	316	620	455	209
ENSG00000110066	1286	1057	966	958	1325	482
ENSG00000110074	1898	999	1185	1450	1428	197
ENSG00000110075	5246	3472	3878	4876	4633	1484
ENSG00000110076	118	12	21	684	5	2
ENSG00000110077	0	0	0	0	0	0
ENSG00000110079	0	0	0	0	0	2
ENSG00000110080	428	216	471	403	309	144
ENSG00000110090	1528	85	61	29	92	13
ENSG00000110092	5121	408	16842	2261	346	9970
ENSG00000110104	761	269	538	631	332	630
ENSG00000110107	4579	3518	2589	3918	3461	1272
ENSG00000110108	1110	1218	3397	1088	2179	1553
ENSG00000110148	170	2594	94	65	2784	104
ENSG00000110169	4	5	61	8	23	8
ENSG00000110171	307	200	297	252	477	210
ENSG00000110172	1278	401	923	954	648	339
ENSG00000110195	0	20	0	1	25	9
ENSG00000110200	126	94	109	111	154	38
ENSG00000110203	0	0	0	0	0	0
ENSG00000110218	1123	729	831	322	603	282
ENSG00000110237	259	3379	1987	381	4806	1309
ENSG00000110274	400	587	711	446	958	346
ENSG00000110315	1345	1393	763	2422	2412	1581
ENSG00000110318	41	43	35	52	42	5
ENSG00000110321	25153	23807	33176	14880	21916	14253
ENSG00000110324	2	1	2	1	0	1
ENSG00000110328	156	296	102	295	25	44
ENSG00000110330	1929	2792	5830	1622	3199	3150
ENSG00000110344	680	921	680	638	1101	763
ENSG00000110367	1159	684	464	1038	673	528
ENSG00000110375	0	481	11	10	383	7
ENSG00000110395	2202	1781	2227	1674	1578	1042
ENSG00000110400	727	807	309	497	113	94
ENSG00000110422	698	1411	1920	586	2082	1455
ENSG00000110427	79	47	772	125	88	152
ENSG00000110429	1170	1104	1377	879	1067	570
ENSG00000110435	1129	832	1192	1118	1418	492
ENSG00000110436	21	5	30	17	6	4
ENSG00000110442	815	943	2172	659	2167	705
ENSG00000110446	113	16	6	451	10	3
ENSG00000110448	0	1	0	0	3	0
ENSG00000110455	74	76	11	259	131	42
ENSG00000110484	0	0	0	0	0	0
ENSG00000110492	16662	34393	17654	8494	35412	2105
ENSG00000110497	624	586	509	565	717	407
ENSG00000110514	839	1194	1195	703	1652	591
ENSG00000110536	493	429	389	511	654	175
ENSG00000110583	1139	1176	1157	848	1498	420
ENSG00000110619	2095	945	1467	1107	1882	1375
ENSG00000110628	56	204	8	22	130	56
ENSG00000110651	382	426	945	361	603	400
ENSG00000110660	890	3524	3075	755	2018	1362
ENSG00000110665	0	0	0	1	0	0
ENSG00000110675	10	168	5	18	48	1
ENSG00000110680	2	2	1	10	25	0
ENSG00000110693	3	59	268	6	73	24
ENSG00000110696	6429	4507	4376	7836	6119	2353
ENSG00000110697	1479	1259	1084	577	1019	325
ENSG00000110700	15193	10017	8346	12674	8526	2545
ENSG00000110711	470	815	1185	469	970	323
ENSG00000110713	2821	2660	3581	2839	3296	2261
ENSG00000110717	1493	933	746	1165	1566	661
ENSG00000110719	467	1055	714	252	1403	446
ENSG00000110721	1148	1246	409	796	1296	243
ENSG00000110723	86	274	504	84	367	113
ENSG00000110756	827	974	779	1027	964	835
ENSG00000110768	899	761	766	476	784	474
ENSG00000110777	0	0	0	0	0	0
ENSG00000110786	195	30	7	196	8	2
ENSG00000110799	9	28	2	16	22	2
ENSG00000110801	281	378	514	249	442	195
ENSG00000110811	1463	962	1941	425	1311	391
ENSG00000110841	349	4949	3987	926	9491	1425
ENSG00000110844	328	148	301	225	195	31
ENSG00000110848	2	1	0	0	1	0
ENSG00000110851	604	694	1597	485	1320	755
ENSG00000110852	0	0	0	0	0	1
ENSG00000110871	1750	1327	1048	1910	1278	237
ENSG00000110876	0	1	0	0	12	6
ENSG00000110880	4772	6506	9256	5133	14754	4938
ENSG00000110881	133	33	206	84	24	59
ENSG00000110887	0	0	0	3	1	0
ENSG00000110888	1880	398	1347	2871	824	813
ENSG00000110900	87	8	56	5	5	6
ENSG00000110906	575	462	1196	727	1519	717
ENSG00000110911	1786	2354	960	1696	2546	593
ENSG00000110917	21223	5487	6499	10263	9369	4841
ENSG00000110921	668	298	449	924	544	208
ENSG00000110925	1499	2030	1631	1128	2575	1001
ENSG00000110931	1588	625	623	498	660	525
ENSG00000110934	0	0	0	1	1	0
ENSG00000110944	67	32	4	33	64	25
ENSG00000110955	37658	15702	19889	32050	24511	13006
ENSG00000110958	1936	944	1518	641	309	173
ENSG00000110975	59	127	162	93	1282	5
ENSG00000110987	509	329	262	258	344	163
ENSG00000111011	4749	2302	2186	4343	4258	1200
ENSG00000111012	20	8	2	34	27	19
ENSG00000111046	4	2	0	0	5	2
ENSG00000111049	0	0	0	0	0	0
ENSG00000111052	394	135	121	225	15	0
ENSG00000111057	3753	25155	18715	2663	38181	26068
ENSG00000111058	619	1077	121	1111	938	111
ENSG00000111077	117	112	148	280	383	33
ENSG00000111087	549	48	219	377	22	3
ENSG00000111110	1684	1371	277	2965	1640	284
ENSG00000111142	6786	3131	3307	6640	4350	1719
ENSG00000111144	6920	2854	2762	5928	2469	1215
ENSG00000111145	776	501	2366	609	1652	1945
ENSG00000111181	6	9	2	4	10	55
ENSG00000111186	202	418	873	168	141	301
ENSG00000111196	946	437	847	965	652	160
ENSG00000111199	31	171	21	21	160	13
ENSG00000111203	299	277	414	382	686	218
ENSG00000111206	2080	1103	1724	1162	998	184
ENSG00000111215	30	26	6	47	71	32
ENSG00000111218	47	2	1	24	17	0
ENSG00000111224	384	425	267	339	495	133
ENSG00000111229	2665	3322	3543	640	1456	683
ENSG00000111231	1969	1094	1138	1770	1246	309
ENSG00000111237	1560	1370	1566	1187	1935	690
ENSG00000111241	0	0	0	0	0	0
ENSG00000111245	0	0	0	0	0	0
ENSG00000111247	2632	1247	931	2763	891	92
ENSG00000111249	294	138	187	147	89	6
ENSG00000111252	1041	114	201	941	355	164
ENSG00000111254	13	33	6	106	134	19
ENSG00000111261	147	150	39	70	251	85
ENSG00000111262	5	5	2	27	1	4
ENSG00000111266	1976	610	970	1125	734	552
ENSG00000111269	1365	800	1444	1151	1696	881
ENSG00000111271	495	665	208	58	199	40
ENSG00000111275	466	280	593	263	451	306
ENSG00000111276	1397	1382	862	898	1388	140
ENSG00000111291	1	1	2	0	20	13
ENSG00000111300	3050	802	1338	2822	1343	974
ENSG00000111305	8	1	1	7	0	23
ENSG00000111319	2778	616	108	2481	260	9
ENSG00000111321	183	132	107	538	206	22
ENSG00000111325	105	69	110	51	102	42
ENSG00000111328	750	338	663	838	428	291
ENSG00000111331	6	14	2	7	56	19
ENSG00000111335	0	0	0	2	0	0
ENSG00000111339	10	18	29	6	40	69
ENSG00000111341	0	3	22	0	8	0
ENSG00000111344	189	4	3	177	1	0
ENSG00000111348	1	209	677	1	360	226
ENSG00000111358	1520	879	1407	2235	1719	461
ENSG00000111361	1553	1108	992	752	1085	430
ENSG00000111364	982	380	344	630	512	199
ENSG00000111371	10939	43689	13440	6751	46034	6585
ENSG00000111404	0	1	0	0	3	0
ENSG00000111405	1	5	0	1	4	0
ENSG00000111412	1920	2120	1985	1893	3991	2089
ENSG00000111424	2	17	71	9	89	54
ENSG00000111432	128	21	68	45	11	29
ENSG00000111445	1336	806	688	1700	934	179
ENSG00000111450	696	501	919	526	558	463
ENSG00000111452	5	45	7	9	162	47
ENSG00000111481	3468	3255	3839	3105	4553	1463
ENSG00000111490	50	18	3	19	16	3
ENSG00000111530	9484	5297	6369	9890	6715	3076
ENSG00000111536	0	0	0	0	0	0
ENSG00000111537	0	0	0	0	0	0
ENSG00000111540	435	760	604	395	851	599
ENSG00000111554	529	405	610	562	576	113
ENSG00000111581	5788	2767	2552	5883	3204	738
ENSG00000111596	2643	1795	1649	2458	2554	811
ENSG00000111602	3607	2240	1186	3670	2143	295
ENSG00000111605	4882	3273	2914	4799	4241	1170
ENSG00000111615	2146	1272	1374	2406	1501	653
ENSG00000111639	5949	3496	3810	4902	3851	1018
ENSG00000111640	30264	25297	27149	36279	27213	18561
ENSG00000111641	2065	1055	1890	1686	1528	1434
ENSG00000111642	6889	7507	6288	5568	9554	3178
ENSG00000111644	8	7	2	11	59	10
ENSG00000111647	917	536	1018	1066	569	499
ENSG00000111652	1436	888	939	1116	1742	645
ENSG00000111653	770	808	319	549	840	235
ENSG00000111664	102	37	50	55	68	3
